type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-12-09 07:14:37,40.96674500,-8.54807000,1.80,207.800,,0.000,,25,44,20221209-071437,GPS Logger: 20221209-071437 - Casa-Estacao
T,2022-12-09 07:14:38,40.96674500,-8.54807000,1.80,207.800,,0.000,,25,44,,
T,2022-12-09 07:14:39,40.96674500,-8.54806000,1.80,208.800,,0.000,,24,44,,
T,2022-12-09 07:14:40,40.96674833,-8.54806500,1.90,209.000,,0.155,302,20,44,,
T,2022-12-09 07:14:41,40.96675000,-8.54809333,1.90,209.100,,0.496,275,23,44,,
T,2022-12-09 07:14:42,40.96675500,-8.54814500,2.00,208.800,,4.709,276,23,44,,
T,2022-12-09 07:14:43,40.96676833,-8.54821167,2.20,208.800,,5.273,280,23,44,,
T,2022-12-09 07:14:44,40.96676833,-8.54821167,2.20,208.800,,6.140,282,24,44,,
T,2022-12-09 07:14:45,40.96679667,-8.54838000,2.30,209.700,,6.984,284,23,44,,
T,2022-12-09 07:14:46,40.96681667,-8.54851667,2.40,209.300,,10.291,280,23,44,,
T,2022-12-09 07:14:47,40.96683833,-8.54866167,2.20,209.700,,10.955,282,24,44,,
T,2022-12-09 07:14:48,40.96686167,-8.54880333,2.10,209.700,,11.709,284,24,44,,
T,2022-12-09 07:14:49,40.96689000,-8.54894833,2.00,209.100,,12.498,284,24,44,,
T,2022-12-09 07:14:50,40.96691833,-8.54909667,1.90,208.300,,12.789,284,26,44,,
T,2022-12-09 07:14:51,40.96695167,-8.54923833,1.90,207.100,,12.020,287,26,44,,
T,2022-12-09 07:14:52,40.96699000,-8.54936333,1.80,206.500,,11.188,294,26,44,,
T,2022-12-09 07:14:53,40.96703500,-8.54947833,1.80,206.200,,10.497,304,26,44,,
T,2022-12-09 07:14:54,40.96710000,-8.54957667,1.80,205.700,,11.051,317,25,44,,
T,2022-12-09 07:14:55,40.96718333,-8.54965667,1.80,205.000,,11.148,326,28,44,,
T,2022-12-09 07:14:56,40.96727833,-8.54971333,1.80,203.100,,11.763,337,28,44,,
T,2022-12-09 07:14:57,40.96738333,-8.54975833,1.80,202.000,,12.457,342,27,44,,
T,2022-12-09 07:14:58,40.96749167,-8.54980000,1.80,201.500,,12.684,342,28,44,,
T,2022-12-09 07:14:59,40.96760167,-8.54984333,1.80,200.500,,12.689,341,27,44,,
T,2022-12-09 07:15:00,40.96770167,-8.54988833,1.80,198.900,,12.187,338,27,44,,
T,2022-12-09 07:15:01,40.96780000,-8.54994500,1.80,197.100,,11.740,331,27,44,,
T,2022-12-09 07:15:02,40.96789500,-8.55002667,1.80,196.000,,12.642,318,27,44,,
T,2022-12-09 07:15:03,40.96797667,-8.55014167,1.80,194.800,,12.298,308,27,44,,
T,2022-12-09 07:15:04,40.96804500,-8.55028333,1.80,193.300,,14.698,297,27,44,,
T,2022-12-09 07:15:05,40.96810000,-8.55045167,1.80,192.100,,15.729,290,26,44,,
T,2022-12-09 07:15:06,40.96814000,-8.55063667,1.80,190.900,,15.835,286,27,44,,
T,2022-12-09 07:15:07,40.96818000,-8.55082667,1.80,189.600,,16.178,285,26,44,,
T,2022-12-09 07:15:08,40.96822000,-8.55102167,1.80,188.500,,16.931,285,26,44,,
T,2022-12-09 07:15:09,40.96826667,-8.55122000,1.80,187.200,,17.255,289,25,44,,
T,2022-12-09 07:15:10,40.96832000,-8.55142500,1.80,185.700,,18.210,289,25,44,,
T,2022-12-09 07:15:11,40.96838667,-8.55163000,1.80,183.900,,19.057,294,23,44,,
T,2022-12-09 07:15:12,40.96846000,-8.55184000,1.90,182.800,,19.253,295,22,44,,
T,2022-12-09 07:15:13,40.96853667,-8.55204333,1.90,181.400,,19.063,296,22,44,,
T,2022-12-09 07:15:14,40.96860500,-8.55225000,1.90,180.600,,19.530,292,22,44,,
T,2022-12-09 07:15:15,40.96866667,-8.55245667,2.00,180.000,,19.621,289,22,44,,
T,2022-12-09 07:15:16,40.96871167,-8.55265833,2.00,179.900,,17.513,285,22,44,,
T,2022-12-09 07:15:17,40.96873833,-8.55286667,1.90,180.000,,17.475,279,22,44,,
T,2022-12-09 07:15:18,40.96876333,-8.55308000,1.90,180.000,,18.043,279,22,44,,
T,2022-12-09 07:15:19,40.96878000,-8.55329833,1.90,179.800,,18.396,276,24,44,,
T,2022-12-09 07:15:20,40.96879333,-8.55352167,1.90,179.400,,19.146,275,24,44,,
T,2022-12-09 07:15:21,40.96880833,-8.55375500,1.90,179.100,,19.728,277,25,44,,
T,2022-12-09 07:15:22,40.96882667,-8.55399333,1.90,178.400,,20.291,276,24,44,,
T,2022-12-09 07:15:23,40.96884167,-8.55423833,1.90,177.500,,21.039,275,24,44,,
T,2022-12-09 07:15:24,40.96885333,-8.55449500,1.90,176.500,,21.494,274,24,44,,
T,2022-12-09 07:15:25,40.96886833,-8.55475167,1.90,175.500,,21.462,277,24,44,,
T,2022-12-09 07:15:26,40.96888667,-8.55500500,1.90,174.900,,21.157,277,24,44,,
T,2022-12-09 07:15:27,40.96890500,-8.55525500,1.90,174.800,,21.593,276,24,44,,
T,2022-12-09 07:15:28,40.96892167,-8.55549000,1.90,174.900,,18.984,276,25,44,,
T,2022-12-09 07:15:29,40.96894167,-8.55570833,1.80,175.500,,17.750,279,26,44,,
T,2022-12-09 07:15:30,40.96896167,-8.55590833,1.90,176.300,,16.165,278,25,44,,
T,2022-12-09 07:15:31,40.96897500,-8.55608833,1.90,177.100,,14.174,276,25,44,,
T,2022-12-09 07:15:32,40.96898333,-8.55624500,1.80,177.700,,11.816,271,26,44,,
T,2022-12-09 07:15:33,40.96898000,-8.55636333,1.80,178.500,,8.881,269,24,44,,
T,2022-12-09 07:15:34,40.96897167,-8.55645667,1.90,178.800,,7.508,261,24,44,,
T,2022-12-09 07:15:35,40.96894667,-8.55652833,1.80,179.700,,7.149,245,25,43,,
T,2022-12-09 07:15:36,40.96890667,-8.55658667,1.90,180.500,,6.771,228,23,43,,
T,2022-12-09 07:15:37,40.96885333,-8.55663667,1.90,181.100,,6.919,216,23,43,,
T,2022-12-09 07:15:38,40.96880667,-8.55668667,1.90,181.700,,6.894,220,25,43,,
T,2022-12-09 07:15:39,40.96876833,-8.55674333,2.00,182.300,,6.913,230,25,43,,
T,2022-12-09 07:15:40,40.96873500,-8.55681667,2.00,183.100,,7.632,240,26,43,,
T,2022-12-09 07:15:41,40.96871167,-8.55690667,2.00,183.600,,8.389,253,26,43,,
T,2022-12-09 07:15:42,40.96870333,-8.55700167,2.00,183.600,,8.522,264,26,43,,
T,2022-12-09 07:15:43,40.96870500,-8.55710667,1.90,184.100,,8.826,272,26,44,,
T,2022-12-09 07:15:44,40.96870833,-8.55720667,1.90,184.500,,8.271,271,24,44,,
T,2022-12-09 07:15:45,40.96871000,-8.55729000,1.90,184.900,,6.837,268,23,44,,
T,2022-12-09 07:15:46,40.96869833,-8.55735833,1.90,185.600,,6.161,253,23,44,,
T,2022-12-09 07:15:47,40.96866333,-8.55741667,1.90,185.400,,6.439,226,22,44,,
T,2022-12-09 07:15:48,40.96860500,-8.55746000,1.90,186.100,,7.737,211,22,44,,
T,2022-12-09 07:15:49,40.96852167,-8.55748333,1.90,186.900,,9.078,195,22,44,,
T,2022-12-09 07:15:50,40.96843000,-8.55751000,2.00,187.400,,9.721,197,22,44,,
T,2022-12-09 07:15:51,40.96833500,-8.55754333,2.00,188.000,,10.450,202,22,44,,
T,2022-12-09 07:15:52,40.96823333,-8.55760000,1.90,188.500,,12.113,208,23,44,,
T,2022-12-09 07:15:53,40.96812833,-8.55767000,1.90,188.300,,12.807,210,23,44,,
T,2022-12-09 07:15:54,40.96802167,-8.55774500,1.90,188.200,,13.006,210,23,44,,
T,2022-12-09 07:15:55,40.96791000,-8.55782500,1.80,186.000,,14.298,212,23,44,,
T,2022-12-09 07:15:56,40.96780000,-8.55791167,1.80,183.700,,14.485,210,23,44,,
T,2022-12-09 07:15:57,40.96768667,-8.55800000,1.90,183.000,,14.167,211,23,44,,
T,2022-12-09 07:15:58,40.96757333,-8.55809667,1.90,182.700,,14.908,212,23,44,,
T,2022-12-09 07:15:59,40.96745667,-8.55818833,1.90,182.000,,14.115,212,23,44,,
T,2022-12-09 07:16:00,40.96734000,-8.55827000,1.90,180.900,,14.725,202,23,44,,
T,2022-12-09 07:16:01,40.96720333,-8.55832500,2.00,180.400,,15.456,195,23,44,,
T,2022-12-09 07:16:02,40.96706333,-8.55837167,2.00,179.800,,16.059,195,23,44,,
T,2022-12-09 07:16:03,40.96691667,-8.55842000,2.00,179.100,,16.259,194,20,44,,
T,2022-12-09 07:16:04,40.96677167,-8.55847333,2.00,178.300,,16.676,195,20,44,,
T,2022-12-09 07:16:05,40.96662000,-8.55853167,2.10,177.500,,17.399,196,20,44,,
T,2022-12-09 07:16:06,40.96646667,-8.55857667,2.10,176.600,,16.318,194,21,44,,
T,2022-12-09 07:16:07,40.96632500,-8.55862333,2.00,175.900,,15.001,196,21,44,,
T,2022-12-09 07:16:08,40.96620167,-8.55866833,1.90,174.800,,12.811,197,23,44,,
T,2022-12-09 07:16:09,40.96609667,-8.55870000,1.90,174.000,,10.896,192,23,44,,
T,2022-12-09 07:16:10,40.96600333,-8.55870333,1.90,173.500,,10.436,178,22,44,,
T,2022-12-09 07:16:11,40.96590833,-8.55867667,1.90,173.400,,11.050,164,23,44,,
T,2022-12-09 07:16:12,40.96581333,-8.55862500,1.90,172.700,,11.564,158,23,44,,
T,2022-12-09 07:16:13,40.96570833,-8.55857333,1.90,172.200,,12.664,160,23,44,,
T,2022-12-09 07:16:14,40.96559833,-8.55851167,1.90,171.400,,13.617,159,23,44,,
T,2022-12-09 07:16:15,40.96548000,-8.55843500,1.90,170.000,,14.556,159,23,44,,
T,2022-12-09 07:16:16,40.96535667,-8.55835833,1.80,169.500,,15.041,156,22,44,,
T,2022-12-09 07:16:17,40.96523167,-8.55828333,1.80,168.700,,14.923,157,22,44,,
T,2022-12-09 07:16:18,40.96511167,-8.55821167,1.80,167.500,,15.450,157,22,44,,
T,2022-12-09 07:16:19,40.96500167,-8.55814667,1.80,166.300,,12.674,161,23,44,,
T,2022-12-09 07:16:20,40.96489333,-8.55810000,1.90,165.600,,12.634,164,23,44,,
T,2022-12-09 07:16:21,40.96478333,-8.55807000,2.00,164.700,,12.540,170,23,44,,
T,2022-12-09 07:16:22,40.96467000,-8.55806000,2.00,164.100,,13.210,179,23,44,,
T,2022-12-09 07:16:23,40.96454833,-8.55807000,2.10,163.400,,13.590,185,23,44,,
T,2022-12-09 07:16:24,40.96443500,-8.55809500,2.20,162.500,,12.724,191,23,44,,
T,2022-12-09 07:16:25,40.96434167,-8.55813833,2.20,161.600,,10.822,199,22,44,,
T,2022-12-09 07:16:26,40.96426500,-8.55820167,2.20,160.600,,9.266,208,22,44,,
T,2022-12-09 07:16:27,40.96420833,-8.55826000,2.20,159.900,,7.667,215,22,44,,
T,2022-12-09 07:16:28,40.96417500,-8.55832667,2.20,159.200,,6.285,233,22,44,,
T,2022-12-09 07:16:29,40.96416167,-8.55839500,2.10,158.100,,4.909,247,22,44,,
T,2022-12-09 07:16:30,40.96416500,-8.55844667,2.10,157.500,,3.393,261,22,44,,
T,2022-12-09 07:16:31,40.96417333,-8.55848000,2.00,156.700,,2.073,269,22,44,,
T,2022-12-09 07:16:32,40.96418000,-8.55849833,2.00,156.000,,0.000,,23,44,,
T,2022-12-09 07:16:33,40.96418500,-8.55850833,2.00,155.400,,0.000,,25,44,,
T,2022-12-09 07:16:34,40.96418833,-8.55851833,2.00,155.800,,0.000,,25,44,,
T,2022-12-09 07:16:35,40.96418833,-8.55851833,2.00,155.800,,0.000,,25,44,,
T,2022-12-09 07:16:36,40.96418833,-8.55851833,2.00,155.800,,0.000,,25,44,,
T,2022-12-09 07:16:37,40.96418833,-8.55851833,2.00,155.800,,0.000,,25,44,,
T,2022-12-09 07:16:38,40.96418833,-8.55851833,2.00,155.800,,0.000,,25,44,,
T,2022-12-09 07:16:39,40.96421500,-8.55859667,2.00,155.700,,3.020,283,25,44,,
T,2022-12-09 07:16:40,40.96423167,-8.55863333,2.00,156.000,,3.925,298,24,44,,
T,2022-12-09 07:16:41,40.96425833,-8.55869000,2.00,155.800,,5.445,298,24,44,,
T,2022-12-09 07:16:42,40.96429167,-8.55876333,2.00,155.900,,6.391,298,24,44,,
T,2022-12-09 07:16:43,40.96432000,-8.55883833,2.00,155.700,,7.250,289,23,44,,
T,2022-12-09 07:16:44,40.96433167,-8.55892833,2.00,155.800,,7.443,274,22,44,,
T,2022-12-09 07:16:45,40.96433000,-8.55902333,2.00,156.100,,7.702,257,21,44,,
T,2022-12-09 07:16:46,40.96430833,-8.55911333,2.00,156.200,,8.107,247,19,44,,
T,2022-12-09 07:16:47,40.96427167,-8.55920500,2.00,156.300,,8.684,237,21,44,,
T,2022-12-09 07:16:48,40.96423333,-8.55929167,1.90,156.600,,8.407,239,21,44,,
T,2022-12-09 07:16:49,40.96420000,-8.55938333,1.90,157.000,,8.376,249,21,44,,
T,2022-12-09 07:16:50,40.96418167,-8.55948333,1.90,157.300,,8.194,263,22,44,,
T,2022-12-09 07:16:51,40.96418833,-8.55958667,2.00,157.200,,8.414,273,22,44,,
T,2022-12-09 07:16:52,40.96421333,-8.55969833,2.20,157.600,,9.059,283,23,44,,
T,2022-12-09 07:16:53,40.96426500,-8.55981000,2.30,158.200,,9.634,298,24,44,,
T,2022-12-09 07:16:54,40.96433167,-8.55993000,2.30,158.500,,11.196,304,24,44,,
T,2022-12-09 07:16:55,40.96442333,-8.56006833,2.20,158.400,,13.508,305,24,44,,
T,2022-12-09 07:16:56,40.96450833,-8.56020667,2.00,156.800,,13.925,306,23,44,,
T,2022-12-09 07:16:57,40.96459000,-8.56034167,1.90,155.200,,14.186,307,25,44,,
T,2022-12-09 07:16:58,40.96467167,-8.56047833,1.80,154.500,,13.771,307,25,44,,
T,2022-12-09 07:16:59,40.96475000,-8.56061000,1.80,154.100,,13.741,308,25,44,,
T,2022-12-09 07:17:00,40.96482833,-8.56074333,1.70,153.600,,13.705,307,25,44,,
T,2022-12-09 07:17:01,40.96490500,-8.56087833,1.70,153.000,,13.731,306,26,44,,
T,2022-12-09 07:17:02,40.96497833,-8.56101167,1.60,152.600,,13.757,306,26,44,,
T,2022-12-09 07:17:03,40.96505333,-8.56114500,1.60,152.400,,14.178,306,26,44,,
T,2022-12-09 07:17:04,40.96513000,-8.56128333,1.60,152.200,,14.531,307,26,44,,
T,2022-12-09 07:17:05,40.96521167,-8.56142500,1.60,152.000,,14.883,306,26,44,,
T,2022-12-09 07:17:06,40.96529000,-8.56156833,1.60,151.900,,14.600,306,26,44,,
T,2022-12-09 07:17:07,40.96536667,-8.56170833,1.60,151.800,,14.213,306,26,44,,
T,2022-12-09 07:17:08,40.96544333,-8.56184667,1.60,151.900,,14.622,307,26,44,,
T,2022-12-09 07:17:09,40.96551833,-8.56198167,1.60,151.800,,14.535,307,26,44,,
T,2022-12-09 07:17:10,40.96559500,-8.56211667,1.60,152.100,,13.999,307,26,44,,
T,2022-12-09 07:17:11,40.96567333,-8.56225167,1.60,152.300,,13.988,307,26,44,,
T,2022-12-09 07:17:12,40.96574667,-8.56238333,1.60,152.900,,13.668,306,26,44,,
T,2022-12-09 07:17:13,40.96582167,-8.56251333,1.60,153.000,,13.445,306,26,44,,
T,2022-12-09 07:17:14,40.96589500,-8.56264333,1.60,153.000,,13.120,306,26,44,,
T,2022-12-09 07:17:15,40.96596500,-8.56276833,1.60,153.100,,12.757,307,26,44,,
T,2022-12-09 07:17:16,40.96603167,-8.56288667,1.60,153.100,,12.182,307,26,44,,
T,2022-12-09 07:17:17,40.96609167,-8.56298833,1.60,152.800,,10.217,307,26,44,,
T,2022-12-09 07:17:18,40.96613833,-8.56307000,1.70,152.800,,7.391,309,26,44,,
T,2022-12-09 07:17:19,40.96617167,-8.56312333,1.70,152.900,,5.395,308,26,44,,
T,2022-12-09 07:17:20,40.96620000,-8.56316833,1.70,153.000,,4.696,305,26,44,,
T,2022-12-09 07:17:21,40.96622333,-8.56321500,1.70,153.300,,4.697,292,25,44,,
T,2022-12-09 07:17:22,40.96623333,-8.56326833,1.70,153.600,,4.872,278,23,44,,
T,2022-12-09 07:17:23,40.96621667,-8.56333167,1.80,153.800,,5.347,247,23,44,,
T,2022-12-09 07:17:24,40.96617167,-8.56340167,1.80,154.500,,7.641,230,25,44,,
T,2022-12-09 07:17:25,40.96610833,-8.56348333,1.90,154.900,,9.617,225,25,44,,
T,2022-12-09 07:17:26,40.96602833,-8.56358000,1.90,155.100,,11.377,226,25,44,,
T,2022-12-09 07:17:27,40.96594000,-8.56369167,1.90,154.900,,13.350,225,25,44,,
T,2022-12-09 07:17:28,40.96584333,-8.56381833,1.80,154.100,,14.756,225,25,44,,
T,2022-12-09 07:17:29,40.96574167,-8.56395000,1.70,154.700,,15.067,225,25,44,,
T,2022-12-09 07:17:30,40.96563667,-8.56408167,1.70,155.000,,15.532,225,25,44,,
T,2022-12-09 07:17:31,40.96552833,-8.56422333,1.70,155.000,,16.644,226,24,44,,
T,2022-12-09 07:17:32,40.96541667,-8.56436833,1.70,154.800,,16.917,226,24,44,,
T,2022-12-09 07:17:33,40.96530500,-8.56451500,1.70,154.600,,16.932,226,24,44,,
T,2022-12-09 07:17:34,40.96519500,-8.56466500,1.70,154.200,,17.653,227,24,44,,
T,2022-12-09 07:17:35,40.96508333,-8.56481500,1.70,153.500,,17.681,226,24,44,,
T,2022-12-09 07:17:36,40.96496833,-8.56497000,1.70,153.200,,17.860,226,24,44,,
T,2022-12-09 07:17:37,40.96485667,-8.56511833,1.70,152.400,,17.040,226,24,44,,
T,2022-12-09 07:17:38,40.96474833,-8.56526000,1.70,151.100,,16.631,224,24,44,,
T,2022-12-09 07:17:39,40.96463333,-8.56538833,1.70,150.200,,16.592,218,24,44,,
T,2022-12-09 07:17:40,40.96451000,-8.56550167,1.70,149.900,,16.204,213,25,44,,
T,2022-12-09 07:17:41,40.96438667,-8.56559667,1.70,149.500,,15.299,209,25,44,,
T,2022-12-09 07:17:42,40.96426667,-8.56568000,1.70,148.500,,14.583,209,24,44,,
T,2022-12-09 07:17:43,40.96415167,-8.56576833,1.70,147.900,,14.789,214,25,44,,
T,2022-12-09 07:17:44,40.96404500,-8.56587833,1.70,147.300,,15.036,223,25,44,,
T,2022-12-09 07:17:45,40.96395167,-8.56601000,1.70,146.500,,15.258,230,26,44,,
T,2022-12-09 07:17:46,40.96387000,-8.56616000,1.70,145.200,,15.518,237,25,44,,
T,2022-12-09 07:17:47,40.96380500,-8.56632333,1.70,143.900,,15.338,242,25,44,,
T,2022-12-09 07:17:48,40.96375000,-8.56649000,1.60,143.300,,15.254,245,26,44,,
T,2022-12-09 07:17:49,40.96369833,-8.56666000,1.60,143.200,,15.424,247,26,44,,
T,2022-12-09 07:17:50,40.96365167,-8.56682667,1.60,143.000,,14.644,249,26,44,,
T,2022-12-09 07:17:51,40.96360833,-8.56699000,1.60,142.400,,14.498,249,26,44,,
T,2022-12-09 07:17:52,40.96356500,-8.56715167,1.60,142.200,,14.321,249,26,44,,
T,2022-12-09 07:17:53,40.96352333,-8.56731167,1.60,141.700,,14.344,248,25,44,,
T,2022-12-09 07:17:54,40.96348000,-8.56747333,1.60,140.800,,14.192,248,25,44,,
T,2022-12-09 07:17:55,40.96343333,-8.56764000,1.50,140.600,,14.923,249,24,44,,
T,2022-12-09 07:17:56,40.96338667,-8.56780167,1.50,139.500,,14.502,248,22,44,,
T,2022-12-09 07:17:57,40.96334000,-8.56795667,1.50,138.700,,13.559,247,22,44,,
T,2022-12-09 07:17:58,40.96329167,-8.56810500,1.60,137.900,,13.446,244,22,44,,
T,2022-12-09 07:17:59,40.96323167,-8.56824167,1.70,137.100,,13.412,237,22,43,,
T,2022-12-09 07:18:00,40.96315667,-8.56836833,1.60,136.600,,13.754,228,24,44,,
T,2022-12-09 07:18:01,40.96306833,-8.56848333,1.70,136.200,,13.284,221,26,44,,
T,2022-12-09 07:18:02,40.96297167,-8.56857833,1.70,135.400,,13.197,214,26,44,,
T,2022-12-09 07:18:03,40.96286833,-8.56866500,1.70,135.100,,13.187,215,26,44,,
T,2022-12-09 07:18:04,40.96276667,-8.56875667,1.70,134.900,,13.395,220,26,44,,
T,2022-12-09 07:18:05,40.96267500,-8.56886500,1.70,134.400,,13.219,228,26,44,,
T,2022-12-09 07:18:06,40.96259500,-8.56898333,1.70,133.900,,12.991,234,26,44,,
T,2022-12-09 07:18:07,40.96252500,-8.56911000,1.70,133.500,,13.225,235,26,44,,
T,2022-12-09 07:18:08,40.96246000,-8.56924333,1.70,133.500,,13.204,239,25,44,,
T,2022-12-09 07:18:09,40.96239833,-8.56937833,1.70,133.600,,13.345,239,25,44,,
T,2022-12-09 07:18:10,40.96233667,-8.56951667,1.70,133.300,,13.350,240,26,44,,
T,2022-12-09 07:18:11,40.96228167,-8.56965000,1.70,133.100,,11.900,242,26,44,,
T,2022-12-09 07:18:12,40.96223667,-8.56976000,1.70,133.000,,9.654,240,26,44,,
T,2022-12-09 07:18:13,40.96220000,-8.56984667,1.70,133.000,,7.966,240,26,44,,
T,2022-12-09 07:18:14,40.96217500,-8.56991000,1.80,132.800,,6.163,242,26,44,,
T,2022-12-09 07:18:15,40.96215500,-8.56996667,1.80,132.500,,5.863,242,26,44,,
T,2022-12-09 07:18:16,40.96213000,-8.57002500,1.70,132.400,,7.068,240,27,44,,
T,2022-12-09 07:18:17,40.96209667,-8.57010667,1.70,132.500,,8.511,240,27,44,,
T,2022-12-09 07:18:18,40.96205500,-8.57020333,1.70,132.600,,9.789,240,27,44,,
T,2022-12-09 07:18:19,40.96200667,-8.57030833,1.70,132.400,,11.017,239,27,44,,
T,2022-12-09 07:18:20,40.96194833,-8.57042333,1.70,131.800,,12.185,237,26,44,,
T,2022-12-09 07:18:21,40.96188667,-8.57054833,1.70,131.900,,12.763,236,27,44,,
T,2022-12-09 07:18:22,40.96182167,-8.57067500,1.60,131.600,,13.174,235,27,44,,
T,2022-12-09 07:18:23,40.96175000,-8.57080500,1.60,130.600,,13.917,234,27,44,,
T,2022-12-09 07:18:24,40.96167333,-8.57094167,1.60,130.000,,14.113,233,27,45,,
T,2022-12-09 07:18:25,40.96159833,-8.57106833,1.60,129.700,,12.783,232,27,45,,
T,2022-12-09 07:18:26,40.96153500,-8.57118167,1.60,129.400,,11.193,232,27,45,,
T,2022-12-09 07:18:27,40.96148000,-8.57127667,1.60,129.200,,9.696,233,27,45,,
T,2022-12-09 07:18:28,40.96143333,-8.57135833,1.60,129.200,,7.951,234,27,45,,
T,2022-12-09 07:18:29,40.96139833,-8.57141500,1.60,129.100,,5.736,233,26,45,,
T,2022-12-09 07:18:30,40.96138167,-8.57145167,1.70,128.700,,3.445,238,26,45,,
T,2022-12-09 07:18:31,40.96137333,-8.57147667,1.70,128.300,,2.540,240,25,45,,
T,2022-12-09 07:18:32,40.96135667,-8.57150333,1.70,128.000,,4.027,218,26,45,,
T,2022-12-09 07:18:33,40.96131833,-8.57152500,1.70,128.400,,5.171,197,26,45,,
T,2022-12-09 07:18:34,40.96127167,-8.57153500,1.70,128.500,,5.974,187,26,45,,
T,2022-12-09 07:18:35,40.96121500,-8.57153500,1.70,128.800,,7.174,176,26,45,,
T,2022-12-09 07:18:36,40.96114667,-8.57152667,1.60,128.900,,8.128,174,26,45,,
T,2022-12-09 07:18:37,40.96107833,-8.57151167,1.60,129.100,,7.857,171,26,45,,
T,2022-12-09 07:18:38,40.96101667,-8.57149667,1.60,129.200,,6.377,170,26,45,,
T,2022-12-09 07:18:39,40.96096833,-8.57148333,1.60,129.200,,4.951,170,26,45,,
T,2022-12-09 07:18:40,40.96092167,-8.57147667,1.60,129.000,,5.713,179,26,45,,
T,2022-12-09 07:18:41,40.96085500,-8.57147833,1.60,129.000,,7.599,183,26,45,,
T,2022-12-09 07:18:42,40.96077167,-8.57148500,1.70,129.100,,9.347,185,26,45,,
T,2022-12-09 07:18:43,40.96068000,-8.57149167,1.70,128.800,,10.298,184,26,45,,
T,2022-12-09 07:18:44,40.96058167,-8.57150000,1.70,129.200,,10.761,186,26,45,,
T,2022-12-09 07:18:45,40.96048167,-8.57152000,1.70,129.600,,11.235,193,26,45,,
T,2022-12-09 07:18:46,40.96038500,-8.57156667,1.70,129.500,,11.495,206,26,45,,
T,2022-12-09 07:18:47,40.96029667,-8.57165500,1.70,128.600,,12.396,222,27,45,,
T,2022-12-09 07:18:48,40.96021500,-8.57176833,1.70,128.000,,13.294,229,27,45,,
T,2022-12-09 07:18:49,40.96013667,-8.57189333,1.70,126.900,,13.309,230,27,45,,
T,2022-12-09 07:18:50,40.96005833,-8.57202000,1.60,125.700,,13.590,229,27,45,,
T,2022-12-09 07:18:51,40.95997500,-8.57214167,1.60,125.300,,13.875,228,27,45,,
T,2022-12-09 07:18:52,40.95989333,-8.57227500,1.60,125.700,,14.121,233,27,45,,
T,2022-12-09 07:18:53,40.95981667,-8.57241667,1.60,125.900,,14.360,234,27,45,,
T,2022-12-09 07:18:54,40.95974000,-8.57255667,1.60,126.400,,14.051,235,27,45,,
T,2022-12-09 07:18:55,40.95966833,-8.57269833,1.60,127.000,,14.030,236,27,45,,
T,2022-12-09 07:18:56,40.95959500,-8.57283833,1.60,127.100,,14.030,236,27,45,,
T,2022-12-09 07:18:57,40.95952500,-8.57298333,1.60,127.200,,14.155,238,27,45,,
T,2022-12-09 07:18:58,40.95945167,-8.57312167,1.60,127.200,,14.051,234,27,45,,
T,2022-12-09 07:18:59,40.95937500,-8.57324833,1.70,126.700,,13.505,229,27,45,,
T,2022-12-09 07:19:00,40.95929000,-8.57336333,1.70,126.700,,13.528,225,27,45,,
T,2022-12-09 07:19:01,40.95920667,-8.57348167,1.70,126.900,,13.271,229,27,45,,
T,2022-12-09 07:19:02,40.95913667,-8.57360667,1.70,126.400,,12.844,236,27,45,,
T,2022-12-09 07:19:03,40.95908167,-8.57373667,1.70,126.300,,11.906,241,27,45,,
T,2022-12-09 07:19:04,40.95903500,-8.57385833,1.80,126.200,,10.858,243,27,45,,
T,2022-12-09 07:19:05,40.95899333,-8.57396667,1.80,125.900,,9.713,242,26,45,,
T,2022-12-09 07:19:06,40.95896167,-8.57406000,1.80,125.400,,8.119,242,27,45,,
T,2022-12-09 07:19:07,40.95894167,-8.57413833,1.80,124.400,,6.465,245,27,45,,
T,2022-12-09 07:19:08,40.95892333,-8.57420500,1.80,124.100,,5.412,244,27,45,,
T,2022-12-09 07:19:09,40.95890667,-8.57426167,1.70,123.500,,4.654,243,26,45,,
