type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-12-09 13:04:41,40.96200167,-8.63526167,1.80,10.900,,1.635,41,26,41,20221209-130441,GPS Logger: 20221209-130441 - Estacao-feira-casa
T,2022-12-09 13:04:42,40.96200667,-8.63525667,1.80,11.100,,1.498,62,26,41,,
T,2022-12-09 13:04:43,40.96200667,-8.63525333,1.80,11.400,,1.256,16,27,41,,
T,2022-12-09 13:04:44,40.96200833,-8.63525667,1.70,11.300,,1.003,27,27,41,,
T,2022-12-09 13:04:45,40.96200833,-8.63525667,1.70,11.300,,0.747,348,27,41,,
T,2022-12-09 13:04:46,40.96201833,-8.63526333,1.70,10.900,,0.593,348,27,41,,
T,2022-12-09 13:04:47,40.96202667,-8.63526333,1.80,10.900,,0.593,5,27,41,,
T,2022-12-09 13:04:48,40.96205500,-8.63525833,1.90,11.300,,0.809,2,27,41,,
T,2022-12-09 13:04:49,40.96210333,-8.63526000,1.90,11.700,,4.849,359,26,41,,
T,2022-12-09 13:04:50,40.96216167,-8.63526333,1.90,11.700,,6.219,358,26,41,,
T,2022-12-09 13:04:51,40.96222333,-8.63526667,2.20,12.200,,6.627,359,26,41,,
T,2022-12-09 13:04:52,40.96229333,-8.63527000,2.40,12.200,,7.436,358,27,41,,
T,2022-12-09 13:04:53,40.96237667,-8.63527000,2.00,12.000,,7.552,1,27,41,,
T,2022-12-09 13:04:54,40.96244333,-8.63525667,1.80,12.100,,7.544,8,26,41,,
T,2022-12-09 13:04:55,40.96251167,-8.63523833,1.70,12.000,,7.628,9,26,41,,
T,2022-12-09 13:04:56,40.96258000,-8.63522167,1.60,11.700,,6.958,6,26,41,,
T,2022-12-09 13:04:57,40.96263500,-8.63521500,1.60,11.500,,5.083,3,26,41,,
T,2022-12-09 13:04:58,40.96266667,-8.63521500,1.60,11.500,,2.637,1,25,41,,
T,2022-12-09 13:04:59,40.96267667,-8.63521667,1.70,11.400,,0.000,,25,41,,
T,2022-12-09 13:05:00,40.96268000,-8.63522167,1.70,11.800,,0.000,,25,41,,
T,2022-12-09 13:05:01,40.96268667,-8.63522333,1.60,11.900,,0.000,,25,41,,
T,2022-12-09 13:05:02,40.96268667,-8.63522333,1.60,11.900,,0.000,,26,41,,
T,2022-12-09 13:05:03,40.96268667,-8.63522333,1.60,11.900,,0.000,,24,41,,
T,2022-12-09 13:05:04,40.96268667,-8.63522333,1.60,11.900,,0.000,,24,41,,
T,2022-12-09 13:05:05,40.96270833,-8.63519667,1.60,11.900,,2.166,65,24,41,,
T,2022-12-09 13:05:06,40.96271000,-8.63517167,1.60,11.900,,2.020,92,26,41,,
T,2022-12-09 13:05:07,40.96270000,-8.63514667,1.70,11.700,,1.792,128,25,41,,
T,2022-12-09 13:05:08,40.96267833,-8.63512833,1.70,11.800,,2.487,158,26,41,,
T,2022-12-09 13:05:09,40.96264167,-8.63511500,1.90,11.700,,3.772,169,26,41,,
T,2022-12-09 13:05:10,40.96259167,-8.63510667,2.00,11.500,,5.388,173,26,41,,
T,2022-12-09 13:05:11,40.96252500,-8.63510667,2.00,10.900,,7.053,179,26,41,,
T,2022-12-09 13:05:12,40.96244167,-8.63509833,1.90,10.300,,8.761,178,26,41,,
T,2022-12-09 13:05:13,40.96235167,-8.63509167,1.90,9.600,,10.041,177,26,41,,
T,2022-12-09 13:05:14,40.96225667,-8.63508500,1.90,9.200,,10.385,177,26,41,,
T,2022-12-09 13:05:15,40.96215833,-8.63508167,1.80,9.000,,10.772,177,25,41,,
T,2022-12-09 13:05:16,40.96205667,-8.63507333,1.80,8.800,,11.290,176,25,41,,
T,2022-12-09 13:05:17,40.96195333,-8.63506167,1.70,8.300,,11.859,176,24,41,,
T,2022-12-09 13:05:18,40.96184333,-8.63505000,1.70,8.300,,11.886,177,25,41,,
T,2022-12-09 13:05:19,40.96173167,-8.63504167,1.70,8.600,,11.747,177,24,41,,
T,2022-12-09 13:05:20,40.96162000,-8.63503500,1.60,8.900,,11.660,177,24,41,,
T,2022-12-09 13:05:21,40.96151000,-8.63502833,1.60,8.800,,11.751,176,26,41,,
T,2022-12-09 13:05:22,40.96140333,-8.63501500,1.60,8.800,,11.560,176,26,41,,
T,2022-12-09 13:05:23,40.96129667,-8.63500333,1.60,9.100,,11.317,174,24,41,,
T,2022-12-09 13:05:24,40.96119167,-8.63499000,1.60,9.200,,11.152,175,24,41,,
T,2022-12-09 13:05:25,40.96109333,-8.63497667,1.60,9.800,,10.181,175,24,41,,
T,2022-12-09 13:05:26,40.96101000,-8.63496333,1.60,9.900,,8.110,175,26,41,,
T,2022-12-09 13:05:27,40.96094500,-8.63495667,1.60,9.900,,6.631,176,25,41,,
T,2022-12-09 13:05:28,40.96090667,-8.63494833,1.70,10.100,,4.282,173,25,41,,
T,2022-12-09 13:05:29,40.96088333,-8.63494000,1.70,10.400,,3.410,174,25,41,,
T,2022-12-09 13:05:30,40.96085000,-8.63494000,1.60,10.300,,4.603,178,26,41,,
T,2022-12-09 13:05:31,40.96080667,-8.63494167,1.60,9.900,,6.011,181,26,41,,
T,2022-12-09 13:05:32,40.96075000,-8.63494333,1.60,9.800,,6.900,180,24,41,,
T,2022-12-09 13:05:33,40.96068000,-8.63494000,1.60,9.800,,8.313,176,25,41,,
T,2022-12-09 13:05:34,40.96059500,-8.63492833,1.60,10.100,,9.702,174,25,41,,
T,2022-12-09 13:05:35,40.96050167,-8.63491500,1.60,10.000,,10.620,174,25,41,,
T,2022-12-09 13:05:36,40.96040500,-8.63489667,1.70,9.800,,10.918,173,25,41,,
T,2022-12-09 13:05:37,40.96030500,-8.63488333,1.70,9.500,,11.268,175,24,41,,
T,2022-12-09 13:05:38,40.96020167,-8.63487500,1.70,9.300,,11.674,178,24,41,,
T,2022-12-09 13:05:39,40.96009667,-8.63487000,1.60,9.300,,11.684,178,24,41,,
T,2022-12-09 13:05:40,40.95999167,-8.63486667,1.60,9.200,,11.268,177,24,41,,
T,2022-12-09 13:05:41,40.95989667,-8.63486000,1.60,9.100,,9.793,175,24,41,,
T,2022-12-09 13:05:42,40.95981833,-8.63485167,1.60,8.800,,8.314,175,23,41,,
T,2022-12-09 13:05:43,40.95976000,-8.63484000,1.70,8.700,,6.079,172,23,41,,
T,2022-12-09 13:05:44,40.95971000,-8.63482000,1.70,9.100,,5.406,157,24,41,,
T,2022-12-09 13:05:45,40.95966833,-8.63478333,1.70,9.200,,5.389,136,24,41,,
T,2022-12-09 13:05:46,40.95965000,-8.63473333,1.70,9.000,,4.216,111,23,41,,
T,2022-12-09 13:05:47,40.95964333,-8.63469333,1.80,9.000,,2.861,104,24,41,,
T,2022-12-09 13:05:48,40.95964500,-8.63466500,1.80,8.900,,2.450,87,24,41,,
T,2022-12-09 13:05:49,40.95964833,-8.63463167,1.80,9.200,,3.245,84,25,41,,
T,2022-12-09 13:05:50,40.95965500,-8.63458667,1.70,9.500,,4.426,86,25,41,,
T,2022-12-09 13:05:51,40.95966167,-8.63452333,1.70,10.100,,5.646,88,25,41,,
T,2022-12-09 13:05:52,40.95967000,-8.63444500,1.60,11.500,,6.135,87,26,41,,
T,2022-12-09 13:05:53,40.95967667,-8.63436000,1.60,12.700,,7.250,87,26,41,,
T,2022-12-09 13:05:54,40.95967833,-8.63426333,1.50,13.200,,8.687,89,24,41,,
T,2022-12-09 13:05:55,40.95968000,-8.63415167,1.50,13.500,,9.102,88,24,41,,
T,2022-12-09 13:05:56,40.95968167,-8.63403500,1.50,14.100,,9.607,89,21,41,,
T,2022-12-09 13:05:57,40.95968167,-8.63391000,1.50,14.400,,10.575,88,21,41,,
T,2022-12-09 13:05:58,40.95968500,-8.63377500,1.50,14.800,,11.216,88,21,41,,
T,2022-12-09 13:05:59,40.95969000,-8.63363000,1.50,14.800,,12.281,87,22,41,,
T,2022-12-09 13:06:00,40.95969500,-8.63347500,1.50,15.200,,12.926,86,21,41,,
T,2022-12-09 13:06:01,40.95970333,-8.63332000,1.50,15.700,,13.015,86,21,41,,
T,2022-12-09 13:06:02,40.95971000,-8.63316500,1.50,16.000,,13.040,87,21,41,,
T,2022-12-09 13:06:03,40.95971833,-8.63300500,1.40,16.100,,13.267,86,22,41,,
T,2022-12-09 13:06:04,40.95972500,-8.63284167,1.40,16.300,,13.733,87,23,41,,
T,2022-12-09 13:06:05,40.95973000,-8.63267500,1.40,16.800,,14.010,88,23,41,,
T,2022-12-09 13:06:06,40.95973667,-8.63250333,1.40,17.900,,14.392,86,23,41,,
T,2022-12-09 13:06:07,40.95974500,-8.63232833,1.40,18.600,,14.828,86,23,41,,
T,2022-12-09 13:06:08,40.95975667,-8.63215167,1.50,19.400,,14.852,85,24,42,,
T,2022-12-09 13:06:09,40.95977000,-8.63197667,1.50,20.200,,15.109,85,24,42,,
T,2022-12-09 13:06:10,40.95978500,-8.63179833,1.40,20.400,,14.815,84,23,42,,
T,2022-12-09 13:06:11,40.95979500,-8.63161833,1.50,20.600,,15.278,86,22,42,,
T,2022-12-09 13:06:12,40.95980333,-8.63143167,1.50,21.300,,15.512,87,23,42,,
T,2022-12-09 13:06:13,40.95981000,-8.63124333,1.50,22.000,,15.500,87,23,42,,
T,2022-12-09 13:06:14,40.95981500,-8.63105333,1.50,22.800,,15.864,88,23,42,,
T,2022-12-09 13:06:15,40.95982000,-8.63086333,1.50,23.300,,16.108,90,24,42,,
T,2022-12-09 13:06:16,40.95982167,-8.63068000,1.50,23.600,,14.604,88,24,42,,
T,2022-12-09 13:06:17,40.95982667,-8.63051333,1.50,23.600,,15.287,89,24,42,,
T,2022-12-09 13:06:18,40.95982500,-8.63035667,1.50,23.900,,13.331,93,24,42,,
T,2022-12-09 13:06:19,40.95982000,-8.63020000,1.50,24.100,,13.086,94,24,42,,
T,2022-12-09 13:06:20,40.95981333,-8.63005167,1.50,24.200,,12.255,94,24,42,,
T,2022-12-09 13:06:21,40.95980667,-8.62991833,1.50,24.500,,10.228,95,24,42,,
T,2022-12-09 13:06:22,40.95979667,-8.62981333,1.50,24.700,,7.984,98,24,42,,
T,2022-12-09 13:06:23,40.95978667,-8.62973333,1.60,24.900,,6.280,100,25,42,,
T,2022-12-09 13:06:24,40.95977500,-8.62966500,1.60,25.100,,6.194,106,25,42,,
T,2022-12-09 13:06:25,40.95975167,-8.62960167,1.70,25.400,,6.098,117,25,42,,
T,2022-12-09 13:06:26,40.95973167,-8.62953500,1.60,25.800,,6.569,109,25,42,,
T,2022-12-09 13:06:27,40.95972167,-8.62945500,1.60,25.400,,6.892,95,25,42,,
T,2022-12-09 13:06:28,40.95973000,-8.62935833,1.60,25.800,,8.534,82,25,42,,
T,2022-12-09 13:06:29,40.95974000,-8.62924500,1.60,26.000,,9.857,84,25,42,,
T,2022-12-09 13:06:30,40.95974667,-8.62912000,1.60,25.900,,10.364,85,24,42,,
T,2022-12-09 13:06:31,40.95975167,-8.62899667,1.60,26.200,,10.679,86,24,42,,
T,2022-12-09 13:06:32,40.95976167,-8.62886667,1.60,26.400,,11.021,84,24,42,,
T,2022-12-09 13:06:33,40.95977167,-8.62873500,1.60,26.600,,11.512,83,24,42,,
T,2022-12-09 13:06:34,40.95978500,-8.62860000,1.60,27.200,,11.485,83,24,42,,
T,2022-12-09 13:06:35,40.95979833,-8.62846333,1.50,27.500,,11.459,85,23,42,,
T,2022-12-09 13:06:36,40.95981000,-8.62832833,1.50,27.600,,11.159,85,24,42,,
T,2022-12-09 13:06:37,40.95982000,-8.62819667,1.60,28.000,,11.075,84,24,42,,
T,2022-12-09 13:06:38,40.95983167,-8.62806667,1.60,28.600,,10.608,82,24,42,,
T,2022-12-09 13:06:39,40.95984333,-8.62794500,1.60,29.100,,9.917,83,24,42,,
T,2022-12-09 13:06:40,40.95985333,-8.62783167,1.60,29.500,,9.291,83,24,42,,
T,2022-12-09 13:06:41,40.95986333,-8.62773167,1.60,30.000,,7.904,84,24,42,,
T,2022-12-09 13:06:42,40.95987000,-8.62764667,1.60,30.400,,6.461,85,24,42,,
T,2022-12-09 13:06:43,40.95987333,-8.62757833,1.70,30.500,,4.964,89,24,42,,
T,2022-12-09 13:06:44,40.95987500,-8.62753167,1.70,30.600,,3.434,90,23,42,,
T,2022-12-09 13:06:45,40.95987667,-8.62750000,1.70,31.200,,2.347,93,23,42,,
T,2022-12-09 13:06:46,40.95987667,-8.62747833,1.70,31.400,,1.639,101,23,42,,
T,2022-12-09 13:06:47,40.95987500,-8.62745667,1.70,31.700,,1.552,102,23,42,,
T,2022-12-09 13:06:48,40.95987333,-8.62743833,1.70,32.300,,1.340,102,24,42,,
T,2022-12-09 13:06:49,40.95986167,-8.62741833,1.90,32.500,,2.178,128,24,42,,
T,2022-12-09 13:06:50,40.95983333,-8.62739833,2.00,32.900,,2.828,135,25,42,,
T,2022-12-09 13:06:51,40.95978333,-8.62737167,2.10,33.200,,4.547,149,25,42,,
T,2022-12-09 13:06:52,40.95970000,-8.62734667,2.20,33.500,,6.978,157,24,42,,
T,2022-12-09 13:06:53,40.95959500,-8.62731667,2.30,33.900,,9.067,163,24,42,,
T,2022-12-09 13:06:54,40.95947167,-8.62728500,2.20,33.900,,11.081,163,25,42,,
T,2022-12-09 13:06:55,40.95935667,-8.62725000,2.10,34.000,,11.647,164,25,42,,
T,2022-12-09 13:06:56,40.95924667,-8.62721000,2.00,33.700,,11.859,164,26,42,,
T,2022-12-09 13:06:57,40.95913667,-8.62717000,1.90,33.100,,11.749,164,25,42,,
T,2022-12-09 13:06:58,40.95903167,-8.62713000,1.90,32.600,,11.724,163,25,42,,
T,2022-12-09 13:06:59,40.95892833,-8.62709000,1.80,32.500,,11.851,163,25,42,,
T,2022-12-09 13:07:00,40.95882333,-8.62705333,1.80,32.600,,12.018,164,24,42,,
T,2022-12-09 13:07:01,40.95872000,-8.62701833,1.80,32.400,,11.437,163,24,42,,
T,2022-12-09 13:07:02,40.95861833,-8.62698500,1.80,31.900,,11.168,165,24,42,,
T,2022-12-09 13:07:03,40.95851833,-8.62694833,1.70,31.300,,10.875,165,24,42,,
T,2022-12-09 13:07:04,40.95842667,-8.62691667,1.70,29.800,,10.841,165,24,42,,
T,2022-12-09 13:07:05,40.95832833,-8.62688500,1.80,29.700,,10.760,165,25,42,,
T,2022-12-09 13:07:06,40.95823167,-8.62685833,1.80,29.300,,10.794,167,25,42,,
T,2022-12-09 13:07:07,40.95813167,-8.62683333,1.80,28.700,,11.299,168,24,42,,
T,2022-12-09 13:07:08,40.95803000,-8.62680667,1.80,28.000,,11.315,167,23,42,,
T,2022-12-09 13:07:09,40.95793000,-8.62677667,1.80,27.500,,10.916,165,23,42,,
T,2022-12-09 13:07:10,40.95783833,-8.62674667,1.90,27.300,,10.043,164,24,42,,
T,2022-12-09 13:07:11,40.95775333,-8.62672000,1.90,26.900,,9.770,167,22,42,,
T,2022-12-09 13:07:12,40.95767667,-8.62670000,2.10,26.500,,8.816,167,22,42,,
T,2022-12-09 13:07:13,40.95760500,-8.62667667,2.20,26.300,,8.260,168,22,42,,
T,2022-12-09 13:07:14,40.95754167,-8.62666333,2.40,26.100,,8.040,170,21,42,,
T,2022-12-09 13:07:15,40.95748667,-8.62665667,2.40,26.200,,7.011,170,20,42,,
T,2022-12-09 13:07:16,40.95743667,-8.62664333,2.50,26.100,,6.642,170,20,42,,
T,2022-12-09 13:07:17,40.95739500,-8.62663500,2.40,25.900,,6.117,172,20,42,,
T,2022-12-09 13:07:18,40.95734333,-8.62662000,2.40,25.900,,6.083,170,20,42,,
T,2022-12-09 13:07:19,40.95729000,-8.62660333,2.40,25.700,,6.071,172,19,42,,
T,2022-12-09 13:07:20,40.95725000,-8.62660000,2.30,25.200,,5.382,174,19,42,,
T,2022-12-09 13:07:21,40.95720667,-8.62658167,2.20,25.000,,4.862,172,21,41,,
T,2022-12-09 13:07:22,40.95716833,-8.62656667,2.20,24.600,,4.320,171,21,41,,
T,2022-12-09 13:07:23,40.95713667,-8.62655500,2.20,24.300,,3.726,172,21,41,,
T,2022-12-09 13:07:24,40.95711000,-8.62654500,2.20,23.900,,3.083,174,21,41,,
T,2022-12-09 13:07:25,40.95708833,-8.62653500,2.20,23.500,,3.049,173,22,41,,
T,2022-12-09 13:07:26,40.95706167,-8.62652833,2.20,23.200,,2.856,173,22,41,,
T,2022-12-09 13:07:27,40.95703667,-8.62652333,2.20,22.800,,3.005,174,22,41,,
T,2022-12-09 13:07:28,40.95701000,-8.62652167,2.10,22.500,,3.107,178,21,41,,
T,2022-12-09 13:07:29,40.95698500,-8.62651667,2.10,22.300,,2.580,171,21,41,,
T,2022-12-09 13:07:30,40.95696500,-8.62651500,2.10,22.400,,2.242,170,21,41,,
T,2022-12-09 13:07:31,40.95694833,-8.62651000,2.10,22.300,,2.060,169,21,41,,
T,2022-12-09 13:07:32,40.95693167,-8.62651000,2.10,22.200,,1.831,178,21,41,,
T,2022-12-09 13:07:33,40.95692000,-8.62649500,2.10,21.800,,1.460,178,21,41,,
T,2022-12-09 13:07:34,40.95691333,-8.62648500,2.10,21.300,,1.079,178,21,41,,
T,2022-12-09 13:07:35,40.95690500,-8.62648167,2.10,21.100,,0.000,,21,41,,
T,2022-12-09 13:07:36,40.95690333,-8.62648000,1.20,21.200,,0.000,,21,41,,
T,2022-12-09 13:07:37,40.95690000,-8.62648000,1.10,21.000,,0.000,,21,41,,
T,2022-12-09 13:07:38,40.95690000,-8.62648000,1.10,21.000,,0.000,,22,41,,
T,2022-12-09 13:07:39,40.95690000,-8.62648000,1.10,21.000,,0.000,,21,41,,
T,2022-12-09 13:07:40,40.95690000,-8.62648000,1.10,21.000,,0.000,,20,41,,
T,2022-12-09 13:07:41,40.95688833,-8.62647667,1.10,21.100,,0.000,,20,41,,
T,2022-12-09 13:07:42,40.95686500,-8.62646833,1.50,21.400,,0.000,,21,41,,
T,2022-12-09 13:07:43,40.95683667,-8.62646167,1.60,21.800,,0.000,,21,41,,
T,2022-12-09 13:07:44,40.95680333,-8.62645167,1.80,22.400,,3.655,163,21,41,,
T,2022-12-09 13:07:45,40.95676667,-8.62643833,1.90,22.900,,4.028,161,21,41,,
T,2022-12-09 13:07:46,40.95671833,-8.62642500,2.00,23.400,,4.734,165,22,41,,
T,2022-12-09 13:07:47,40.95666000,-8.62640667,2.10,24.000,,5.420,164,23,41,,
T,2022-12-09 13:07:48,40.95659833,-8.62638833,2.10,24.600,,5.965,166,23,41,,
T,2022-12-09 13:07:49,40.95653333,-8.62637167,2.10,25.100,,6.567,165,23,41,,
T,2022-12-09 13:07:50,40.95646500,-8.62634167,2.10,25.700,,6.884,164,22,41,,
T,2022-12-09 13:07:51,40.95640500,-8.62632167,2.20,26.300,,6.918,165,18,40,,
T,2022-12-09 13:07:52,40.95632667,-8.62629333,2.20,27.000,,8.170,165,18,40,,
T,2022-12-09 13:07:53,40.95624333,-8.62626333,2.20,27.700,,9.085,166,21,41,,
T,2022-12-09 13:07:54,40.95614500,-8.62623333,2.10,28.500,,10.170,166,22,41,,
T,2022-12-09 13:07:55,40.95603833,-8.62619167,2.10,29.200,,10.983,164,24,41,,
T,2022-12-09 13:07:56,40.95593000,-8.62616000,2.00,29.800,,11.467,166,24,41,,
T,2022-12-09 13:07:57,40.95581333,-8.62613167,2.00,30.300,,12.272,165,25,41,,
T,2022-12-09 13:07:58,40.95569500,-8.62609500,1.90,31.000,,13.176,164,25,41,,
T,2022-12-09 13:07:59,40.95557000,-8.62605667,1.80,32.000,,14.180,163,25,41,,
T,2022-12-09 13:08:00,40.95544167,-8.62600833,1.70,32.400,,15.040,163,25,41,,
T,2022-12-09 13:08:01,40.95531167,-8.62595500,1.70,32.600,,15.528,163,25,41,,
T,2022-12-09 13:08:02,40.95517667,-8.62590333,1.70,32.800,,15.980,164,24,41,,
T,2022-12-09 13:08:03,40.95503833,-8.62585000,1.60,33.200,,15.993,163,24,41,,
T,2022-12-09 13:08:04,40.95489833,-8.62579500,1.60,33.400,,16.487,163,24,41,,
T,2022-12-09 13:08:05,40.95475167,-8.62573667,1.60,33.600,,16.842,163,24,41,,
T,2022-12-09 13:08:06,40.95460500,-8.62567667,1.60,33.900,,16.829,162,24,41,,
T,2022-12-09 13:08:07,40.95446167,-8.62561667,1.60,33.400,,16.284,161,22,41,,
T,2022-12-09 13:08:08,40.95432167,-8.62555333,1.60,32.900,,15.831,161,23,41,,
T,2022-12-09 13:08:09,40.95418667,-8.62549167,1.60,32.700,,15.618,161,23,41,,
T,2022-12-09 13:08:10,40.95405000,-8.62543167,1.60,32.900,,15.758,162,22,41,,
T,2022-12-09 13:08:11,40.95391333,-8.62537167,1.60,32.900,,15.786,163,22,41,,
T,2022-12-09 13:08:12,40.95377667,-8.62531333,1.50,33.400,,15.769,162,21,41,,
T,2022-12-09 13:08:13,40.95364167,-8.62525500,1.50,33.600,,15.788,162,22,41,,
T,2022-12-09 13:08:14,40.95350667,-8.62519167,1.50,33.400,,15.704,161,22,41,,
T,2022-12-09 13:08:15,40.95337500,-8.62513167,1.50,33.200,,15.742,162,24,41,,
T,2022-12-09 13:08:16,40.95324500,-8.62508000,1.50,32.800,,15.118,163,25,41,,
T,2022-12-09 13:08:17,40.95311500,-8.62503500,1.50,32.900,,14.978,164,25,41,,
T,2022-12-09 13:08:18,40.95298833,-8.62499167,1.50,32.700,,14.644,165,25,41,,
T,2022-12-09 13:08:19,40.95285833,-8.62495167,1.50,33.200,,14.792,167,24,41,,
T,2022-12-09 13:08:20,40.95272667,-8.62491333,1.60,33.300,,15.094,168,25,41,,
T,2022-12-09 13:08:21,40.95259333,-8.62487167,1.60,33.700,,14.792,167,26,41,,
T,2022-12-09 13:08:22,40.95246167,-8.62482833,1.60,34.100,,14.264,167,26,41,,
T,2022-12-09 13:08:23,40.95234667,-8.62479000,1.60,34.600,,12.291,167,26,41,,
T,2022-12-09 13:08:24,40.95224000,-8.62475667,1.60,34.900,,11.946,167,26,41,,
T,2022-12-09 13:08:25,40.95213667,-8.62472333,1.60,35.200,,11.752,166,26,41,,
T,2022-12-09 13:08:26,40.95203167,-8.62468833,1.60,35.500,,12.120,165,26,41,,
T,2022-12-09 13:08:27,40.95192500,-8.62464833,1.60,35.700,,12.455,167,26,41,,
T,2022-12-09 13:08:28,40.95181500,-8.62461333,1.60,35.800,,12.986,165,25,41,,
T,2022-12-09 13:08:29,40.95169833,-8.62457500,1.60,36.100,,13.594,166,26,41,,
T,2022-12-09 13:08:30,40.95157667,-8.62453500,1.60,36.400,,14.086,165,25,41,,
T,2022-12-09 13:08:31,40.95145000,-8.62449333,1.60,36.400,,14.789,165,23,41,,
T,2022-12-09 13:08:32,40.95131833,-8.62445000,1.60,37.100,,15.100,166,21,41,,
T,2022-12-09 13:08:33,40.95118333,-8.62440833,1.60,37.100,,15.244,167,21,41,,
T,2022-12-09 13:08:34,40.95105000,-8.62437167,1.60,37.000,,15.223,167,21,41,,
T,2022-12-09 13:08:35,40.95091667,-8.62432833,1.60,37.200,,15.306,166,22,41,,
T,2022-12-09 13:08:36,40.95078167,-8.62428500,1.60,37.600,,15.171,166,24,41,,
T,2022-12-09 13:08:37,40.95064667,-8.62424333,1.60,37.800,,15.182,166,25,41,,
T,2022-12-09 13:08:38,40.95051333,-8.62420000,1.60,38.600,,15.247,167,25,41,,
T,2022-12-09 13:08:39,40.95037333,-8.62415333,1.60,40.800,,15.922,167,24,42,,
T,2022-12-09 13:08:40,40.95023500,-8.62411000,1.60,42.500,,15.904,167,23,42,,
T,2022-12-09 13:08:41,40.95009667,-8.62406500,1.60,43.100,,15.922,167,24,42,,
T,2022-12-09 13:08:42,40.94995833,-8.62402000,1.60,43.600,,16.077,166,24,42,,
T,2022-12-09 13:08:43,40.94981667,-8.62397167,1.60,43.800,,16.092,167,24,42,,
T,2022-12-09 13:08:44,40.94967500,-8.62393000,1.60,44.100,,16.082,167,25,42,,
T,2022-12-09 13:08:45,40.94953333,-8.62388833,1.60,44.200,,15.975,168,25,42,,
T,2022-12-09 13:08:46,40.94939167,-8.62384667,1.70,44.300,,15.854,168,25,42,,
T,2022-12-09 13:08:47,40.94925333,-8.62381500,1.70,43.400,,15.590,167,25,42,,
T,2022-12-09 13:08:48,40.94911833,-8.62377333,1.70,43.200,,15.327,167,26,42,,
T,2022-12-09 13:08:49,40.94898500,-8.62373333,1.60,43.300,,15.387,167,26,42,,
T,2022-12-09 13:08:50,40.94885833,-8.62369167,1.60,43.200,,14.515,166,27,42,,
T,2022-12-09 13:08:51,40.94873333,-8.62365167,1.60,43.400,,14.291,166,27,42,,
T,2022-12-09 13:08:52,40.94860833,-8.62361000,1.60,42.900,,14.396,166,27,42,,
T,2022-12-09 13:08:53,40.94848167,-8.62357167,1.60,42.500,,14.530,167,27,42,,
T,2022-12-09 13:08:54,40.94835667,-8.62353667,1.50,42.000,,14.229,166,27,42,,
T,2022-12-09 13:08:55,40.94823500,-8.62349833,1.60,41.700,,13.620,166,27,42,,
T,2022-12-09 13:08:56,40.94811333,-8.62345833,1.60,41.300,,13.616,166,27,42,,
T,2022-12-09 13:08:57,40.94799167,-8.62342000,1.60,41.100,,13.674,166,27,42,,
T,2022-12-09 13:08:58,40.94787167,-8.62337833,1.50,41.200,,13.776,166,25,42,,
T,2022-12-09 13:08:59,40.94774833,-8.62334000,1.50,41.300,,13.768,167,25,42,,
T,2022-12-09 13:09:00,40.94762500,-8.62329833,1.50,41.500,,13.674,166,22,42,,
T,2022-12-09 13:09:01,40.94750500,-8.62325833,1.60,41.200,,13.557,166,21,42,,
T,2022-12-09 13:09:02,40.94738500,-8.62322000,1.60,41.300,,13.667,167,21,42,,
T,2022-12-09 13:09:03,40.94726500,-8.62318333,1.60,41.200,,13.647,167,22,42,,
T,2022-12-09 13:09:04,40.94714500,-8.62314500,1.60,41.000,,13.619,166,22,42,,
T,2022-12-09 13:09:05,40.94702500,-8.62311000,1.60,41.000,,13.463,167,23,42,,
T,2022-12-09 13:09:06,40.94691000,-8.62307333,1.60,40.700,,13.165,166,23,42,,
T,2022-12-09 13:09:07,40.94679333,-8.62303667,1.70,40.800,,13.421,167,26,42,,
T,2022-12-09 13:09:08,40.94668000,-8.62299667,1.70,40.200,,13.210,167,25,42,,
T,2022-12-09 13:09:09,40.94656333,-8.62296000,1.70,40.000,,13.340,167,25,42,,
T,2022-12-09 13:09:10,40.94645167,-8.62292333,1.70,39.300,,13.238,168,24,42,,
T,2022-12-09 13:09:11,40.94633167,-8.62288500,1.70,39.300,,13.821,167,25,42,,
T,2022-12-09 13:09:12,40.94621000,-8.62284667,1.70,39.200,,14.193,167,25,42,,
T,2022-12-09 13:09:13,40.94608500,-8.62280833,1.70,38.900,,14.442,167,24,42,,
T,2022-12-09 13:09:14,40.94596000,-8.62277333,1.70,38.800,,14.439,168,24,42,,
T,2022-12-09 13:09:15,40.94583333,-8.62273167,1.70,38.400,,14.613,167,25,42,,
T,2022-12-09 13:09:16,40.94570833,-8.62269333,1.70,38.100,,14.555,166,25,42,,
T,2022-12-09 13:09:17,40.94558000,-8.62265000,1.70,38.100,,14.563,165,25,42,,
T,2022-12-09 13:09:18,40.94545500,-8.62260833,1.80,38.200,,14.612,166,25,42,,
T,2022-12-09 13:09:19,40.94532833,-8.62256833,1.80,38.200,,14.595,166,24,42,,
T,2022-12-09 13:09:20,40.94520500,-8.62252500,1.90,38.300,,14.578,165,25,42,,
T,2022-12-09 13:09:21,40.94508000,-8.62246833,1.80,38.400,,14.548,161,25,42,,
T,2022-12-09 13:09:22,40.94495833,-8.62240500,1.90,38.300,,14.023,157,25,42,,
T,2022-12-09 13:09:23,40.94484500,-8.62234167,1.90,38.400,,13.596,154,24,42,,
T,2022-12-09 13:09:24,40.94473833,-8.62227500,1.90,38.500,,13.037,154,24,42,,
