type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-12-09 13:25:36,40.96535500,-8.56437500,1.70,146.800,,15.282,47,27,42,,
T,2022-12-09 13:25:37,40.96544500,-8.56425000,1.70,147.600,,14.468,47,27,42,,
T,2022-12-09 13:25:38,40.96553333,-8.56413333,1.70,147.900,,14.357,46,26,42,,
T,2022-12-09 13:25:39,40.96562167,-8.56401167,1.70,148.500,,13.902,46,26,42,,
T,2022-12-09 13:25:40,40.96570667,-8.56389833,1.70,149.100,,13.229,46,27,42,,
T,2022-12-09 13:25:41,40.96578500,-8.56378167,1.70,150.000,,12.802,47,26,42,,
T,2022-12-09 13:25:42,40.96585833,-8.56366833,1.70,150.900,,12.249,50,26,42,,
T,2022-12-09 13:25:43,40.96592667,-8.56356000,1.70,152.100,,11.014,50,26,42,,
T,2022-12-09 13:25:44,40.96598833,-8.56346333,1.70,153.100,,10.118,50,26,42,,
T,2022-12-09 13:25:45,40.96604167,-8.56338000,1.70,154.400,,8.160,51,27,42,,
T,2022-12-09 13:25:46,40.96607833,-8.56331000,1.70,155.400,,6.368,52,27,42,,
T,2022-12-09 13:25:47,40.96610500,-8.56325500,1.70,156.000,,4.845,56,27,42,,
T,2022-12-09 13:25:48,40.96612167,-8.56321833,1.70,157.000,,2.862,60,26,42,,
T,2022-12-09 13:25:49,40.96612500,-8.56320167,1.80,157.800,,1.032,60,27,42,,
T,2022-12-09 13:25:50,40.96612667,-8.56319667,1.70,158.400,,0.000,,27,42,,
T,2022-12-09 13:25:51,40.96612667,-8.56319833,1.70,157.700,,0.000,,27,42,,
T,2022-12-09 13:25:52,40.96612833,-8.56320000,1.80,157.500,,0.000,,27,42,,
T,2022-12-09 13:25:53,40.96612833,-8.56320000,1.70,157.500,,0.000,,27,42,,
T,2022-12-09 13:25:54,40.96612833,-8.56320000,1.70,157.500,,0.000,,27,42,,
T,2022-12-09 13:25:55,40.96612833,-8.56320000,1.70,157.500,,0.000,,27,42,,
T,2022-12-09 13:25:56,40.96612833,-8.56320000,1.70,157.500,,0.000,,27,42,,
T,2022-12-09 13:25:57,40.96612500,-8.56311167,1.70,159.300,,4.139,116,27,42,,
T,2022-12-09 13:25:58,40.96610333,-8.56305500,1.70,159.700,,5.657,126,27,42,,
T,2022-12-09 13:25:59,40.96606833,-8.56298833,1.70,159.900,,6.722,129,27,42,,
T,2022-12-09 13:26:00,40.96602667,-8.56290833,1.70,160.000,,8.168,127,27,42,,
T,2022-12-09 13:26:01,40.96597500,-8.56281667,1.70,159.800,,9.827,127,27,42,,
T,2022-12-09 13:26:02,40.96591667,-8.56271167,1.70,159.700,,10.955,126,27,42,,
T,2022-12-09 13:26:03,40.96585333,-8.56259833,1.70,159.400,,12.068,127,27,42,,
T,2022-12-09 13:26:04,40.96578333,-8.56247333,1.80,159.000,,13.301,126,27,42,,
T,2022-12-09 13:26:05,40.96570667,-8.56233500,1.80,159.000,,14.660,126,26,42,,
T,2022-12-09 13:26:06,40.96562500,-8.56218333,1.80,158.900,,15.889,126,26,42,,
T,2022-12-09 13:26:07,40.96553333,-8.56202167,1.80,158.900,,16.963,126,25,42,,
T,2022-12-09 13:26:08,40.96544000,-8.56185333,1.70,159.400,,17.063,126,24,42,,
T,2022-12-09 13:26:09,40.96535000,-8.56168000,1.70,159.600,,17.627,125,26,42,,
T,2022-12-09 13:26:10,40.96525500,-8.56150000,1.60,160.100,,18.560,127,26,42,,
T,2022-12-09 13:26:11,40.96514833,-8.56132000,1.60,159.300,,19.148,127,24,42,,
T,2022-12-09 13:26:12,40.96504000,-8.56113333,1.50,158.400,,19.726,126,26,42,,
T,2022-12-09 13:26:13,40.96493333,-8.56094333,1.50,157.800,,19.619,126,26,42,,
T,2022-12-09 13:26:14,40.96482833,-8.56075500,1.60,157.100,,19.439,126,26,42,,
T,2022-12-09 13:26:15,40.96472500,-8.56056833,1.60,156.900,,19.322,125,26,42,,
T,2022-12-09 13:26:16,40.96461833,-8.56038333,1.70,156.700,,19.304,128,26,42,,
T,2022-12-09 13:26:17,40.96451000,-8.56020333,1.70,156.600,,19.344,127,28,42,,
T,2022-12-09 13:26:18,40.96441000,-8.56002833,1.70,156.700,,19.161,127,28,42,,
T,2022-12-09 13:26:19,40.96431667,-8.55986667,1.70,156.900,,16.578,128,27,42,,
T,2022-12-09 13:26:20,40.96423333,-8.55972333,1.70,157.000,,14.336,126,27,42,,
T,2022-12-09 13:26:21,40.96416333,-8.55959667,1.60,156.900,,12.414,121,27,42,,
T,2022-12-09 13:26:22,40.96411667,-8.55948167,1.60,157.200,,10.319,114,27,42,,
T,2022-12-09 13:26:23,40.96407500,-8.55938000,1.60,157.500,,9.709,119,27,42,,
T,2022-12-09 13:26:24,40.96402333,-8.55928500,1.60,157.700,,9.960,129,27,42,,
T,2022-12-09 13:26:25,40.96395667,-8.55920333,1.60,157.800,,10.690,137,27,42,,
T,2022-12-09 13:26:26,40.96389167,-8.55911167,1.60,157.800,,10.811,128,27,42,,
T,2022-12-09 13:26:27,40.96384667,-8.55900500,1.60,157.800,,10.344,114,27,42,,
T,2022-12-09 13:26:28,40.96383000,-8.55888833,1.70,157.200,,9.877,96,27,42,,
T,2022-12-09 13:26:29,40.96384000,-8.55876833,1.70,156.800,,10.070,83,27,42,,
T,2022-12-09 13:26:30,40.96388500,-8.55864833,1.90,156.600,,11.186,65,26,42,,
T,2022-12-09 13:26:31,40.96397000,-8.55856000,1.90,156.500,,11.101,44,26,42,,
T,2022-12-09 13:26:32,40.96405000,-8.55847167,1.80,156.000,,11.331,43,25,42,,
T,2022-12-09 13:26:33,40.96413333,-8.55838667,1.80,155.700,,11.449,44,25,42,,
T,2022-12-09 13:26:34,40.96421333,-8.55828500,1.90,155.500,,11.968,46,25,42,,
T,2022-12-09 13:26:35,40.96430167,-8.55819000,2.00,155.100,,12.608,41,24,42,,
T,2022-12-09 13:26:36,40.96439500,-8.55810167,2.00,154.900,,12.131,36,24,42,,
T,2022-12-09 13:26:37,40.96448667,-8.55803000,2.10,154.400,,12.003,30,25,42,,
T,2022-12-09 13:26:38,40.96459167,-8.55798333,2.10,153.900,,12.300,20,24,42,,
T,2022-12-09 13:26:39,40.96469833,-8.55797667,2.10,153.200,,12.182,8,25,42,,
T,2022-12-09 13:26:40,40.96481667,-8.55798833,2.00,153.600,,12.188,357,25,42,,
T,2022-12-09 13:26:41,40.96493500,-8.55802167,2.00,154.000,,12.269,347,24,42,,
T,2022-12-09 13:26:42,40.96505667,-8.55807500,2.00,154.200,,12.867,340,24,42,,
T,2022-12-09 13:26:43,40.96516833,-8.55814333,1.90,155.000,,13.011,335,23,42,,
T,2022-12-09 13:26:44,40.96528667,-8.55821167,1.90,156.900,,13.209,337,23,43,,
T,2022-12-09 13:26:45,40.96540167,-8.55827167,1.80,158.000,,13.407,340,23,43,,
T,2022-12-09 13:26:46,40.96551500,-8.55833667,1.80,159.000,,13.613,339,23,43,,
T,2022-12-09 13:26:47,40.96563000,-8.55839500,2.00,160.100,,13.633,339,22,43,,
T,2022-12-09 13:26:48,40.96573333,-8.55845167,2.10,161.300,,12.587,338,18,43,,
T,2022-12-09 13:26:49,40.96583167,-8.55850833,2.00,162.600,,11.274,336,22,43,,
T,2022-12-09 13:26:50,40.96591000,-8.55856000,1.90,163.700,,9.652,336,22,43,,
T,2022-12-09 13:26:51,40.96597667,-8.55859500,1.90,164.500,,7.648,339,24,43,,
T,2022-12-09 13:26:52,40.96602667,-8.55862000,1.90,165.400,,5.979,342,25,43,,
T,2022-12-09 13:26:53,40.96608000,-8.55863167,1.80,166.000,,6.133,353,25,43,,
T,2022-12-09 13:26:54,40.96614167,-8.55862833,1.80,166.900,,7.190,4,25,43,,
T,2022-12-09 13:26:55,40.96621500,-8.55861167,1.80,167.600,,8.205,13,25,43,,
T,2022-12-09 13:26:56,40.96629333,-8.55858000,1.80,168.300,,9.144,16,26,43,,
T,2022-12-09 13:26:57,40.96637833,-8.55854667,1.80,168.900,,10.184,15,26,43,,
T,2022-12-09 13:26:58,40.96647333,-8.55851333,1.80,169.900,,11.051,13,26,43,,
T,2022-12-09 13:26:59,40.96657667,-8.55847667,1.70,170.800,,11.956,14,26,43,,
T,2022-12-09 13:27:00,40.96668667,-8.55843833,1.80,171.600,,12.624,14,26,43,,
T,2022-12-09 13:27:01,40.96680167,-8.55840000,1.80,172.500,,13.424,13,26,43,,
T,2022-12-09 13:27:02,40.96692167,-8.55835833,1.80,173.500,,13.602,15,26,43,,
T,2022-12-09 13:27:03,40.96703833,-8.55832167,1.80,173.500,,12.887,12,26,43,,
T,2022-12-09 13:27:04,40.96714833,-8.55828500,1.90,174.000,,12.326,13,26,43,,
T,2022-12-09 13:27:05,40.96725167,-8.55824333,1.90,173.900,,12.051,16,26,43,,
T,2022-12-09 13:27:06,40.96735167,-8.55819500,1.90,174.600,,11.806,20,26,43,,
T,2022-12-09 13:27:07,40.96744333,-8.55812667,1.90,174.900,,12.115,27,26,43,,
T,2022-12-09 13:27:08,40.96753500,-8.55805667,1.80,175.500,,11.557,30,25,43,,
T,2022-12-09 13:27:09,40.96761333,-8.55798667,1.90,175.100,,10.562,30,24,43,,
T,2022-12-09 13:27:10,40.96769500,-8.55792000,1.90,175.300,,10.106,32,24,43,,
T,2022-12-09 13:27:11,40.96776833,-8.55785333,2.00,175.600,,9.595,32,24,43,,
T,2022-12-09 13:27:12,40.96784167,-8.55779000,2.00,175.700,,9.808,32,24,43,,
T,2022-12-09 13:27:13,40.96791667,-8.55772667,2.00,175.800,,9.775,29,24,43,,
T,2022-12-09 13:27:14,40.96799833,-8.55767333,2.00,176.800,,9.799,27,25,43,,
T,2022-12-09 13:27:15,40.96808000,-8.55762167,2.00,178.300,,10.043,30,26,43,,
T,2022-12-09 13:27:16,40.96815167,-8.55757000,1.90,178.900,,10.036,31,25,43,,
T,2022-12-09 13:27:17,40.96823833,-8.55750667,1.80,179.800,,10.456,30,25,43,,
T,2022-12-09 13:27:18,40.96832667,-8.55744833,1.80,180.000,,10.543,25,25,43,,
T,2022-12-09 13:27:19,40.96841667,-8.55741167,1.80,180.500,,10.262,16,25,43,,
T,2022-12-09 13:27:20,40.96850333,-8.55738833,1.80,180.900,,8.876,9,24,43,,
T,2022-12-09 13:27:21,40.96857667,-8.55737833,1.70,181.300,,7.535,6,25,43,,
T,2022-12-09 13:27:22,40.96864167,-8.55737167,1.70,181.700,,6.391,8,25,43,,
T,2022-12-09 13:27:23,40.96868833,-8.55735333,1.70,181.900,,5.614,22,25,43,,
T,2022-12-09 13:27:24,40.96872500,-8.55731000,1.80,182.100,,5.727,40,26,43,,
T,2022-12-09 13:27:25,40.96874167,-8.55724833,1.90,182.200,,5.592,60,25,43,,
T,2022-12-09 13:27:26,40.96873833,-8.55716167,2.00,182.400,,6.453,83,25,43,,
T,2022-12-09 13:27:27,40.96872833,-8.55706000,1.90,182.400,,7.896,91,25,43,,
T,2022-12-09 13:27:28,40.96872500,-8.55695500,1.80,182.800,,8.142,91,25,43,,
T,2022-12-09 13:27:29,40.96872167,-8.55686167,1.70,182.700,,7.132,91,25,43,,
T,2022-12-09 13:27:30,40.96872000,-8.55678167,1.70,183.000,,5.948,88,25,43,,
T,2022-12-09 13:27:31,40.96872667,-8.55671167,1.70,183.200,,5.704,77,25,43,,
T,2022-12-09 13:27:32,40.96874500,-8.55665167,1.80,183.100,,5.585,71,24,43,,
T,2022-12-09 13:27:33,40.96876667,-8.55659167,1.80,183.100,,5.623,62,24,43,,
T,2022-12-09 13:27:34,40.96879833,-8.55653500,1.90,182.700,,5.803,55,26,43,,
T,2022-12-09 13:27:35,40.96883000,-8.55648333,1.80,181.900,,5.766,47,26,43,,
T,2022-12-09 13:27:36,40.96886333,-8.55642833,1.80,181.800,,6.141,55,26,43,,
T,2022-12-09 13:27:37,40.96889500,-8.55636000,1.80,181.600,,6.843,62,26,43,,
T,2022-12-09 13:27:38,40.96891333,-8.55628167,1.70,180.400,,7.634,75,26,43,,
T,2022-12-09 13:27:39,40.96892833,-8.55618167,1.80,180.200,,8.755,84,26,43,,
T,2022-12-09 13:27:40,40.96892667,-8.55606000,1.90,180.100,,10.696,91,27,43,,
T,2022-12-09 13:27:41,40.96891833,-8.55590500,1.90,179.900,,13.064,95,26,43,,
T,2022-12-09 13:27:42,40.96889167,-8.55573333,1.80,179.200,,14.183,102,26,43,,
T,2022-12-09 13:27:43,40.96886667,-8.55555333,1.70,178.300,,15.280,99,24,43,,
T,2022-12-09 13:27:44,40.96884833,-8.55535833,1.70,177.600,,16.112,97,24,43,,
T,2022-12-09 13:27:45,40.96883333,-8.55514833,1.60,176.500,,17.767,96,24,43,,
T,2022-12-09 13:27:46,40.96881667,-8.55492500,1.60,175.700,,18.584,96,24,43,,
T,2022-12-09 13:27:47,40.96880000,-8.55470167,1.60,174.800,,18.368,96,24,43,,
T,2022-12-09 13:27:48,40.96878667,-8.55448000,1.70,174.200,,18.638,95,25,43,,
T,2022-12-09 13:27:49,40.96877500,-8.55425833,1.70,173.900,,18.469,95,25,43,,
T,2022-12-09 13:27:50,40.96876167,-8.55403833,1.70,173.900,,18.441,95,25,43,,
T,2022-12-09 13:27:51,40.96874333,-8.55382000,1.70,174.500,,18.167,97,24,43,,
T,2022-12-09 13:27:52,40.96872333,-8.55360667,1.70,174.900,,18.007,97,24,43,,
T,2022-12-09 13:27:53,40.96870000,-8.55339500,1.70,175.800,,18.038,99,24,43,,
T,2022-12-09 13:27:54,40.96868167,-8.55318000,1.70,176.500,,17.858,98,24,43,,
T,2022-12-09 13:27:55,40.96866333,-8.55296833,1.70,177.400,,17.826,97,24,43,,
T,2022-12-09 13:27:56,40.96864500,-8.55276500,1.70,178.700,,17.264,99,23,43,,
T,2022-12-09 13:27:57,40.96862333,-8.55257000,1.70,179.800,,15.747,101,23,43,,
T,2022-12-09 13:27:58,40.96860000,-8.55240500,1.70,180.200,,12.981,102,25,43,,
T,2022-12-09 13:27:59,40.96857500,-8.55227333,1.70,180.300,,10.618,105,25,43,,
T,2022-12-09 13:28:00,40.96854833,-8.55217333,1.70,180.600,,8.050,112,25,43,,
T,2022-12-09 13:28:01,40.96852167,-8.55210000,1.70,180.900,,6.475,117,25,43,,
T,2022-12-09 13:28:02,40.96849833,-8.55204667,1.70,181.100,,4.867,122,25,43,,
T,2022-12-09 13:28:03,40.96848000,-8.55201167,1.70,180.800,,3.616,125,25,43,,
T,2022-12-09 13:28:04,40.96846333,-8.55198500,1.60,180.600,,3.134,122,25,43,,
T,2022-12-09 13:28:05,40.96844500,-8.55195000,1.60,180.700,,4.075,115,26,43,,
T,2022-12-09 13:28:06,40.96842833,-8.55190333,1.60,181.100,,4.835,116,24,43,,
T,2022-12-09 13:28:07,40.96840833,-8.55185667,1.50,181.700,,4.648,116,24,43,,
T,2022-12-09 13:28:08,40.96838833,-8.55180667,1.50,181.900,,4.869,116,24,43,,
T,2022-12-09 13:28:09,40.96836833,-8.55174833,1.50,182.100,,5.673,114,25,43,,
T,2022-12-09 13:28:10,40.96834667,-8.55168500,1.60,182.600,,6.027,113,26,43,,
T,2022-12-09 13:28:11,40.96832500,-8.55161833,1.60,183.100,,6.246,113,26,43,,
T,2022-12-09 13:28:12,40.96830500,-8.55154833,1.60,183.800,,6.596,113,27,43,,
T,2022-12-09 13:28:13,40.96828000,-8.55146833,1.60,184.200,,7.645,112,28,43,,
T,2022-12-09 13:28:14,40.96825333,-8.55137667,1.60,185.000,,8.694,111,28,43,,
T,2022-12-09 13:28:15,40.96822667,-8.55127333,1.60,185.800,,9.932,109,28,43,,
T,2022-12-09 13:28:16,40.96820000,-8.55116167,1.60,186.700,,9.935,106,28,43,,
T,2022-12-09 13:28:17,40.96818000,-8.55105167,1.60,187.600,,9.254,106,28,43,,
T,2022-12-09 13:28:18,40.96816000,-8.55095167,1.70,188.400,,8.368,109,28,43,,
T,2022-12-09 13:28:19,40.96814000,-8.55085333,1.70,189.100,,8.867,107,28,43,,
T,2022-12-09 13:28:20,40.96811667,-8.55074333,1.70,189.900,,9.950,107,28,43,,
T,2022-12-09 13:28:21,40.96809333,-8.55062833,1.70,190.900,,9.911,106,28,43,,
T,2022-12-09 13:28:22,40.96806667,-8.55051833,1.70,191.700,,9.944,108,28,43,,
T,2022-12-09 13:28:23,40.96803833,-8.55039833,1.70,192.600,,10.602,108,27,43,,
T,2022-12-09 13:28:24,40.96800500,-8.55027000,1.60,193.700,,11.467,112,26,43,,
T,2022-12-09 13:28:25,40.96795833,-8.55013667,1.60,194.200,,12.389,118,26,43,,
T,2022-12-09 13:28:26,40.96789167,-8.55001000,1.60,195.000,,12.992,129,27,43,,
T,2022-12-09 13:28:27,40.96781000,-8.54989833,1.60,195.900,,12.957,138,27,43,,
T,2022-12-09 13:28:28,40.96770667,-8.54981167,1.60,197.600,,13.404,151,28,43,,
T,2022-12-09 13:28:29,40.96759333,-8.54975000,1.60,199.100,,13.593,160,28,43,,
T,2022-12-09 13:28:30,40.96747333,-8.54970500,1.70,200.300,,13.354,163,28,43,,
T,2022-12-09 13:28:31,40.96734833,-8.54966500,1.70,201.500,,13.336,164,27,43,,
T,2022-12-09 13:28:32,40.96722667,-8.54962833,1.60,203.000,,13.091,164,27,43,,
T,2022-12-09 13:28:33,40.96711500,-8.54958000,1.60,204.600,,13.086,158,27,43,,
T,2022-12-09 13:28:34,40.96701167,-8.54949833,1.60,206.100,,13.334,137,27,43,,
T,2022-12-09 13:28:35,40.96693167,-8.54937500,1.60,207.600,,13.171,121,27,43,,
T,2022-12-09 13:28:36,40.96687667,-8.54922333,1.50,208.700,,14.109,111,27,43,,
T,2022-12-09 13:28:37,40.96683667,-8.54906833,1.50,209.800,,13.879,107,27,43,,
T,2022-12-09 13:28:38,40.96680167,-8.54891167,1.50,210.800,,13.431,106,27,43,,
T,2022-12-09 13:28:39,40.96677167,-8.54876167,1.60,211.600,,12.982,104,27,43,,
T,2022-12-09 13:28:40,40.96674500,-8.54861000,1.60,212.300,,12.813,103,27,43,,
T,2022-12-09 13:28:41,40.96671833,-8.54846000,1.70,212.900,,12.732,102,27,43,,
T,2022-12-09 13:28:42,40.96669667,-8.54830667,1.70,213.700,,12.592,100,27,43,,
T,2022-12-09 13:28:43,40.96668167,-8.54815500,1.70,214.300,,12.259,99,27,43,,
T,2022-12-09 13:28:44,40.96666500,-8.54801167,1.60,214.900,,11.623,101,27,43,,
T,2022-12-09 13:28:45,40.96665167,-8.54787500,1.60,215.400,,11.210,99,27,43,,
T,2022-12-09 13:28:46,40.96664167,-8.54774833,1.60,215.600,,10.651,95,27,43,,
T,2022-12-09 13:28:47,40.96664167,-8.54762500,1.60,215.700,,9.500,87,27,43,,
T,2022-12-09 13:28:48,40.96665167,-8.54752500,1.60,215.500,,7.736,84,27,43,,
T,2022-12-09 13:28:49,40.96666333,-8.54745333,1.60,215.600,,5.481,79,28,43,,
T,2022-12-09 13:28:50,40.96667667,-8.54740667,1.60,215.900,,3.798,70,28,43,,
T,2022-12-09 13:28:51,40.96668833,-8.54738167,1.70,216.100,,2.092,59,28,43,,
T,2022-12-09 13:28:52,40.96669333,-8.54737167,1.70,216.200,,0.000,,29,43,,
T,2022-12-09 13:28:53,40.96669833,-8.54736833,1.70,216.400,,0.000,,29,43,,
